Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
T007793,2025-09-21,8893,Male,68,Fashion,3,2606,7818
T007794,2025-04-20,8413,Male,62,Fashion,7,4136,28952
T007795,2025-07-22,10058,Male,59,Books,9,2185,19665
T007796,2023-08-25,9212,Male,44,Sports,5,2677,13385
T007797,2023-08-20,6264,Female,54,Beauty,10,2604,26040
T007798,2024-04-07,9764,Male,69,Electronics,8,2297,18376
T007799,2024-04-01,10823,Female,19,Books,3,1580,4740
T007800,2024-11-30,1048,Female,20,Fashion,6,1407,8442
T007801,2024-05-21,5888,Male,49,Electronics,10,1929,19290
T007802,2023-04-08,3318,Male,33,Home,10,538,5380
T007803,2023-07-20,10534,Female,61,Beauty,10,2185,21850
T007804,2023-03-16,6576,Male,54,Sports,9,3716,33444
T007805,2025-07-18,11973,Female,19,Home,8,3590,28720
T007806,2023-03-04,3824,Female,40,Electronics,2,410,820
T007807,2023-11-26,5336,Female,26,Books,9,946,8514
T007808,2025-07-21,4946,Male,21,Beauty,10,1477,14770
T007809,2024-06-14,9079,Female,37,Groceries,4,4122,16488
T007810,2023-01-16,9673,Female,67,Books,7,4421,30947
T007811,2023-08-24,5228,Male,22,Sports,5,2749,13745
T007812,2025-01-26,1560,Male,44,Books,5,4516,22580
T007813,2023-12-20,2899,Male,44,Sports,4,4405,17620
T007814,2023-05-29,4122,Male,40,Electronics,1,752,752
T007815,2025-03-21,1947,Male,57,Electronics,1,4323,4323
T007816,2024-04-04,4071,Female,52,Fashion,7,2524,17668
T007817,2024-04-01,5422,Female,32,Beauty,2,2670,5340
T007818,2025-01-29,3623,Female,40,Books,4,2313,9252
T007819,2023-04-27,8336,Female,52,Electronics,9,1494,13446
T007820,2025-05-10,1140,Male,68,Home,4,2576,10304
T007821,2024-04-09,3868,Female,35,Electronics,6,4526,27156
T007822,2023-01-30,10912,Male,63,Beauty,6,3458,20748
T007823,2025-08-23,2881,Male,64,Home,6,1956,11736
T007824,2024-04-15,11035,Female,48,Sports,6,278,1668
T007825,2023-02-18,6537,Female,50,Home,7,3697,25879
T007826,2025-05-05,3043,Male,53,Fashion,10,1073,10730
T007827,2023-06-18,2402,Female,28,Home,9,4365,39285
T007828,2024-01-29,1035,Male,32,Fashion,4,1915,7660
T007829,2024-02-27,2298,Male,47,Groceries,4,4725,18900
T007830,2025-03-18,7680,Male,48,Groceries,5,2448,12240
T007831,2023-01-15,2191,Female,57,Home,10,3378,33780
T007832,2023-09-14,6415,Female,55,Fashion,4,3973,15892
T007833,2024-01-14,5806,Female,23,Fashion,5,2968,14840
T007834,2023-08-15,11829,Male,62,Electronics,1,434,434
T007835,2023-04-16,6100,Female,36,Sports,7,3392,23744
T007836,2024-07-16,8254,Female,50,Electronics,1,1780,1780
T007837,2025-08-28,10458,Female,49,Sports,3,1679,5037
T007838,2024-12-16,7764,Female,27,Books,9,4078,36702
T007839,2023-03-02,10404,Male,66,Home,10,4976,49760
T007840,2025-07-10,10681,Female,56,Books,10,137,1370
T007841,2024-02-06,3342,Female,56,Home,3,1721,5163
T007842,2023-03-07,3661,Female,24,Home,4,2097,8388
T007843,2023-02-03,1414,Female,34,Books,1,861,861
T007844,2023-08-13,10030,Female,68,Fashion,6,2384,14304
T007845,2025-05-14,9844,Male,49,Sports,6,4496,26976
T007846,2024-07-26,2247,Female,20,Electronics,10,3595,35950
T007847,2023-06-03,6382,Male,48,Electronics,9,2504,22536
T007848,2024-02-13,11203,Female,30,Groceries,10,1249,12490
T007849,2025-02-22,2055,Female,19,Fashion,7,103,721
T007850,2023-06-02,10601,Female,18,Books,1,2373,2373
T007851,2023-01-20,7329,Female,70,Books,4,646,2584
T007852,2023-12-09,7585,Male,48,Groceries,8,1678,13424
T007853,2024-12-26,9983,Male,66,Home,7,2770,19390
T007854,2023-02-06,8243,Male,52,Electronics,2,1419,2838
T007855,2025-06-04,10392,Male,54,Groceries,2,3171,6342
T007856,2025-08-08,8695,Female,64,Electronics,6,3660,21960
T007857,2025-06-25,5743,Male,27,Beauty,6,3276,19656
T007858,2023-09-13,6663,Female,60,Electronics,6,1403,8418
T007859,2024-03-10,3696,Male,69,Electronics,2,4798,9596
T007860,2025-04-10,11141,Female,28,Books,3,92,276
T007861,2023-12-01,3796,Male,58,Electronics,7,3154,22078
T007862,2024-10-20,11319,Female,37,Fashion,7,2556,17892
T007863,2024-03-07,3863,Male,20,Books,10,3024,30240
T007864,2023-09-12,1087,Female,61,Beauty,4,1575,6300
T007865,2023-07-15,3997,Male,54,Groceries,6,189,1134
T007866,2023-02-18,3343,Female,39,Beauty,5,1987,9935
T007867,2025-06-19,11038,Male,52,Fashion,4,1369,5476
T007868,2024-07-05,11632,Female,42,Fashion,6,2005,12030
T007869,2023-11-08,6078,Female,18,Sports,6,1531,9186
T007870,2024-02-07,6427,Female,63,Fashion,7,1320,9240
T007871,2023-11-16,11889,Male,69,Home,7,4529,31703
T007872,2023-01-17,4537,Male,29,Beauty,9,3302,29718
T007873,2025-08-13,7809,Male,30,Books,9,4724,42516
T007874,2023-04-21,3275,Female,63,Fashion,1,4605,4605
T007875,2024-05-07,3172,Female,23,Beauty,5,3306,16530
T007876,2025-03-23,1754,Female,37,Electronics,4,726,2904
T007877,2023-02-11,8066,Female,67,Fashion,8,4863,38904
T007878,2024-12-02,10777,Male,43,Groceries,4,1177,4708
T007879,2025-04-06,2427,Male,62,Home,9,4425,39825
T007880,2024-05-27,5630,Female,45,Sports,1,4579,4579
T007881,2023-08-14,7883,Female,18,Books,9,1777,15993
T007882,2025-04-30,7106,Male,55,Groceries,6,4066,24396
T007883,2024-01-09,3804,Male,53,Sports,2,1856,3712
T007884,2025-05-30,10003,Female,30,Beauty,5,1292,6460
T007885,2023-10-30,9048,Male,22,Sports,8,2545,20360
T007886,2023-06-11,5893,Male,44,Groceries,8,2481,19848
T007887,2023-08-02,10208,Female,30,Beauty,6,4669,28014
T007888,2023-12-18,4857,Male,27,Fashion,3,4764,14292
T007889,2023-01-03,5628,Female,48,Groceries,9,3137,28233
T007890,2025-09-03,3335,Male,32,Groceries,8,4769,38152
T007891,2023-05-27,10412,Male,19,Home,6,3298,19788
T007892,2024-07-13,11863,Male,39,Beauty,5,1221,6105
T007893,2024-03-18,11586,Male,41,Fashion,5,666,3330
T007894,2023-10-02,1721,Male,22,Sports,4,447,1788
T007895,2023-01-29,9130,Male,55,Sports,8,126,1008
T007896,2023-11-08,10059,Female,23,Home,7,3530,24710
T007897,2025-09-14,9327,Male,25,Books,6,3548,21288
T007898,2023-11-17,6390,Male,20,Sports,3,3575,10725
T007899,2024-04-09,11127,Male,35,Sports,1,1689,1689
T007900,2025-01-18,6981,Male,26,Fashion,9,3929,35361
T007901,2024-05-31,2483,Female,31,Beauty,9,1803,16227
T007902,2023-02-21,8299,Female,20,Books,7,939,6573
T007903,2025-06-27,1235,Female,54,Sports,1,4366,4366
T007904,2025-09-01,6565,Male,50,Groceries,5,1101,5505
T007905,2023-04-07,8090,Female,69,Groceries,4,3121,12484
T007906,2023-04-24,7455,Male,30,Books,2,2612,5224
T007907,2023-01-01,3763,Female,52,Electronics,10,1349,13490
T007908,2023-07-23,7134,Male,65,Fashion,7,3519,24633
T007909,2025-03-21,11789,Female,60,Sports,9,1383,12447
T007910,2024-07-06,9047,Female,67,Fashion,8,3181,25448
T007911,2024-11-28,5232,Male,45,Books,2,325,650
T007912,2023-10-21,4764,Male,33,Beauty,3,3463,10389
T007913,2024-06-05,1795,Male,51,Sports,1,1729,1729
T007914,2025-04-04,11779,Male,51,Beauty,6,327,1962
T007915,2023-05-03,8140,Male,37,Electronics,2,1805,3610
T007916,2025-03-06,9205,Female,21,Beauty,9,4382,39438
T007917,2024-08-20,6776,Male,22,Sports,8,766,6128
T007918,2023-08-26,6828,Female,39,Beauty,10,4767,47670
T007919,2023-09-16,11954,Female,43,Fashion,7,3303,23121
T007920,2023-12-23,6240,Male,56,Home,8,1067,8536
T007921,2025-04-12,9062,Male,50,Sports,7,1585,11095
T007922,2023-08-04,11406,Male,50,Beauty,6,741,4446
T007923,2025-05-23,2303,Male,38,Groceries,10,457,4570
T007924,2023-01-09,7815,Female,50,Fashion,1,2277,2277
T007925,2025-01-18,11984,Male,36,Fashion,5,4983,24915
T007926,2025-04-15,1032,Female,47,Sports,8,2908,23264
T007927,2023-08-10,2671,Male,56,Sports,6,825,4950
T007928,2023-05-24,8311,Male,63,Home,7,89,623
T007929,2024-12-10,1813,Male,51,Home,2,2021,4042
T007930,2023-05-19,5412,Male,37,Electronics,10,3146,31460
T007931,2023-11-11,1463,Male,53,Sports,3,3673,11019
T007932,2024-11-02,6139,Male,53,Fashion,7,3729,26103
T007933,2024-09-28,2875,Female,37,Fashion,4,3443,13772
T007934,2025-08-10,11026,Female,45,Home,2,4084,8168
T007935,2024-02-02,11255,Female,22,Books,4,842,3368
T007936,2025-02-16,11094,Male,63,Home,9,4777,42993
T007937,2023-11-21,10143,Male,49,Books,7,3988,27916
T007938,2023-02-16,2711,Female,38,Beauty,7,952,6664
T007939,2023-06-17,11738,Male,62,Beauty,4,3575,14300
T007940,2025-09-21,3220,Male,64,Fashion,2,2217,4434
T007941,2023-03-27,8707,Female,40,Home,1,3945,3945
T007942,2024-06-14,3406,Male,46,Sports,4,4955,19820
T007943,2023-05-22,2726,Female,57,Electronics,2,613,1226
T007944,2024-04-28,2413,Male,68,Beauty,4,1417,5668
T007945,2024-12-30,3089,Male,35,Home,9,4074,36666
T007946,2023-10-15,2614,Male,51,Books,6,3156,18936
T007947,2023-11-06,5741,Male,42,Books,3,4642,13926
T007948,2023-11-11,7805,Male,50,Home,5,2259,11295
T007949,2024-04-02,11654,Male,68,Electronics,2,1534,3068
T007950,2023-04-30,7187,Female,51,Fashion,5,4160,20800
T007951,2025-03-16,8925,Female,67,Books,3,1833,5499
T007952,2024-02-26,3720,Male,70,Sports,5,4581,22905
T007953,2024-02-29,1111,Female,43,Fashion,5,3268,16340
T007954,2023-10-08,6411,Female,46,Fashion,2,2904,5808
T007955,2024-06-23,7450,Male,59,Electronics,6,645,3870
T007956,2025-01-23,6767,Female,21,Books,3,1993,5979
T007957,2024-07-31,6071,Female,35,Groceries,7,711,4977
T007958,2024-12-29,5001,Female,68,Books,10,3510,35100
T007959,2024-06-17,11565,Female,24,Home,6,1661,9966
T007960,2023-11-25,7954,Male,61,Home,7,747,5229
T007961,2023-08-17,5845,Male,63,Books,6,2330,13980
T007962,2024-05-29,7012,Female,44,Beauty,3,3587,10761
T007963,2025-08-18,4864,Female,24,Electronics,7,2191,15337
T007964,2024-08-09,10849,Female,55,Sports,3,3293,9879
T007965,2023-02-10,5818,Female,60,Sports,3,3935,11805
T007966,2024-05-31,10425,Female,49,Groceries,2,4259,8518
T007967,2024-01-29,8896,Female,28,Electronics,6,4315,25890
T007968,2023-10-14,8534,Female,28,Beauty,1,2260,2260
T007969,2024-02-01,5665,Female,27,Sports,6,4215,25290
T007970,2024-01-14,1746,Female,45,Beauty,4,2552,10208
T007971,2025-09-05,9599,Male,63,Fashion,9,3238,29142
T007972,2023-11-11,8121,Male,24,Books,9,169,1521
T007973,2023-10-07,1492,Male,63,Beauty,9,2000,18000
T007974,2023-06-22,8745,Male,59,Electronics,8,1728,13824
T007975,2023-07-03,9986,Male,46,Groceries,1,986,986
T007976,2024-12-10,9195,Male,55,Home,2,4100,8200
T007977,2024-07-17,11266,Female,18,Fashion,7,487,3409
T007978,2024-12-08,1435,Female,25,Fashion,1,3850,3850
T007979,2023-06-05,8844,Male,52,Beauty,9,4360,39240
T007980,2025-05-08,6630,Female,70,Sports,4,1825,7300
T007981,2023-05-10,2499,Male,45,Electronics,9,692,6228
T007982,2023-02-15,4395,Female,54,Books,2,65,130
T007983,2025-05-30,10880,Female,36,Books,8,732,5856
T007984,2025-01-01,9784,Male,53,Beauty,8,1656,13248
T007985,2024-07-09,3739,Male,24,Sports,6,4274,25644
T007986,2024-01-28,10710,Male,68,Electronics,9,4471,40239
T007987,2025-07-04,9555,Male,26,Sports,8,3788,30304
T007988,2023-10-12,11595,Female,45,Home,5,3777,18885
T007989,2023-06-05,2474,Male,31,Groceries,5,4270,21350
T007990,2024-09-29,7390,Female,29,Books,5,3023,15115
T007991,2023-07-26,3674,Male,67,Books,7,3011,21077
T007992,2025-09-04,10386,Female,44,Fashion,8,3915,31320
T007993,2025-03-27,11787,Male,65,Fashion,9,1639,14751
T007994,2023-12-13,7721,Male,44,Sports,3,2200,6600
T007995,2025-08-20,9520,Female,32,Electronics,1,1373,1373
T007996,2023-02-14,9972,Female,37,Fashion,9,692,6228
T007997,2023-01-06,2971,Male,66,Beauty,3,2349,7047
T007998,2024-02-27,3045,Female,48,Books,4,4597,18388
T007999,2024-01-11,8949,Male,29,Beauty,5,2042,10210
T008000,2023-04-19,4361,Female,67,Fashion,7,1622,11354
T008001,2025-02-24,5048,Female,50,Groceries,4,1828,7312
T008002,2024-03-28,2456,Female,63,Sports,2,4345,8690
T008003,2025-02-16,5463,Female,30,Groceries,6,3622,21732
T008004,2025-06-28,1484,Female,30,Beauty,5,1480,7400
T008005,2025-03-08,10548,Female,40,Fashion,1,599,599
T008006,2023-01-22,4603,Female,39,Fashion,7,468,3276
T008007,2025-06-26,5842,Male,35,Fashion,4,345,1380
T008008,2024-02-20,8056,Male,58,Sports,6,1975,11850
T008009,2024-05-14,3434,Female,25,Books,2,214,428
T008010,2024-08-14,4498,Male,28,Sports,9,1558,14022
T008011,2024-05-16,4822,Male,28,Books,2,3989,7978
T008012,2023-12-20,10941,Female,42,Fashion,9,3326,29934
T008013,2023-05-24,9772,Female,29,Sports,4,1418,5672
T008014,2023-08-06,1766,Male,40,Electronics,4,3239,12956
T008015,2025-08-05,9585,Female,54,Sports,9,2328,20952
T008016,2025-06-11,2049,Female,32,Sports,2,4077,8154
T008017,2025-06-27,11660,Male,50,Sports,2,2844,5688
T008018,2024-09-30,11484,Female,24,Beauty,6,3053,18318
T008019,2023-07-26,7759,Male,37,Books,3,2828,8484
T008020,2023-06-03,4296,Female,27,Home,5,4912,24560
T008021,2025-07-19,1193,Male,42,Home,3,4087,12261
T008022,2023-06-27,5085,Male,45,Sports,1,131,131
T008023,2025-08-08,10932,Male,19,Beauty,7,1586,11102
T008024,2025-04-06,1050,Female,30,Home,10,632,6320
T008025,2025-01-30,2983,Female,69,Sports,2,317,634
T008026,2024-01-19,11536,Female,28,Electronics,6,3352,20112
T008027,2024-12-23,2550,Female,36,Electronics,5,1669,8345
T008028,2024-11-03,6903,Female,40,Fashion,8,3202,25616
T008029,2025-08-09,9205,Male,70,Home,4,2623,10492
T008030,2023-01-17,7747,Female,20,Fashion,7,4296,30072
T008031,2025-03-26,2815,Female,24,Beauty,9,4127,37143
T008032,2025-07-24,1280,Male,23,Groceries,3,546,1638
T008033,2023-11-17,4955,Female,55,Fashion,4,3242,12968
T008034,2024-12-14,7549,Female,36,Home,2,3575,7150
T008035,2024-04-12,2708,Female,36,Sports,2,944,1888
T008036,2024-11-16,7811,Male,24,Sports,8,1099,8792
T008037,2023-03-05,1299,Female,44,Fashion,3,500,1500
T008038,2023-09-04,2157,Male,51,Groceries,4,1467,5868
T008039,2024-12-07,3669,Female,61,Sports,6,4944,29664
T008040,2024-03-08,8688,Male,19,Home,9,2287,20583
T008041,2024-11-25,6333,Male,69,Groceries,4,3705,14820
T008042,2023-05-24,10872,Female,49,Home,4,2424,9696
T008043,2024-12-10,11168,Female,47,Sports,10,3861,38610
T008044,2025-04-04,10301,Female,36,Beauty,6,392,2352
T008045,2024-12-14,8495,Female,19,Books,2,3524,7048
T008046,2024-01-02,11024,Male,43,Home,7,4549,31843
T008047,2025-08-14,8501,Female,28,Sports,8,1035,8280
T008048,2025-04-10,10989,Female,26,Electronics,1,2939,2939
T008049,2025-03-18,6355,Male,52,Groceries,9,3050,27450
T008050,2024-09-06,6628,Male,34,Sports,7,4182,29274
T008051,2024-08-07,11102,Female,29,Groceries,2,2533,5066
T008052,2025-05-16,8386,Female,47,Beauty,8,4996,39968
T008053,2023-10-29,8835,Male,65,Beauty,2,4245,8490
T008054,2024-03-06,9155,Female,66,Groceries,5,3157,15785
T008055,2023-05-08,4438,Male,50,Beauty,7,1239,8673
T008056,2025-09-05,2775,Female,35,Groceries,7,3482,24374
T008057,2024-01-01,7862,Female,47,Sports,7,450,3150
T008058,2024-09-20,7187,Male,21,Beauty,5,810,4050
T008059,2025-02-15,11031,Female,70,Beauty,7,1210,8470
T008060,2023-06-14,2780,Female,54,Books,9,813,7317
T008061,2024-02-04,8216,Female,51,Beauty,6,3776,22656
T008062,2023-09-22,8344,Male,45,Home,7,1020,7140
T008063,2024-02-04,7136,Female,52,Groceries,8,2060,16480
T008064,2023-05-13,9222,Female,32,Electronics,3,1728,5184
T008065,2023-12-07,11161,Female,25,Beauty,1,2754,2754
T008066,2023-11-19,11324,Male,46,Fashion,1,2470,2470
T008067,2023-10-28,9176,Male,37,Books,3,3061,9183
T008068,2024-03-11,1678,Male,46,Sports,2,408,816
T008069,2024-11-08,11585,Male,52,Home,2,2837,5674
T008070,2024-03-13,4649,Female,20,Beauty,8,4405,35240
T008071,2025-05-11,11740,Female,19,Books,9,4079,36711
T008072,2024-03-24,10810,Male,50,Fashion,7,3412,23884
T008073,2025-04-23,11146,Female,35,Home,5,3069,15345
T008074,2024-08-03,9582,Male,34,Home,2,245,490
T008075,2023-10-12,1390,Male,55,Sports,8,2408,19264
T008076,2025-05-11,4588,Female,50,Groceries,7,1100,7700
T008077,2024-09-22,2591,Male,64,Beauty,1,3009,3009
T008078,2025-07-14,4527,Male,61,Groceries,1,2650,2650
T008079,2023-06-01,4503,Female,69,Home,3,3268,9804
T008080,2023-01-08,2123,Female,21,Books,6,1170,7020
T008081,2023-10-13,7001,Male,37,Home,9,1151,10359
T008082,2023-07-13,5582,Female,27,Beauty,6,813,4878
T008083,2023-06-11,6251,Female,41,Electronics,10,2526,25260
T008084,2023-10-26,10672,Female,35,Sports,9,568,5112
T008085,2024-04-14,7152,Female,33,Groceries,4,2118,8472
T008086,2023-04-20,5377,Male,70,Books,5,3214,16070
T008087,2023-12-20,2894,Female,56,Fashion,4,881,3524
T008088,2024-11-26,6907,Female,30,Books,6,126,756
T008089,2024-01-06,8339,Male,51,Beauty,10,4599,45990
T008090,2023-03-06,3553,Female,48,Books,10,855,8550
T008091,2023-12-28,5410,Female,66,Electronics,5,1116,5580
T008092,2025-05-07,8844,Female,67,Groceries,8,2588,20704
T008093,2024-12-26,1867,Female,63,Fashion,1,494,494
T008094,2025-08-30,1104,Male,51,Fashion,3,4126,12378
T008095,2025-01-28,3034,Male,45,Electronics,3,1358,4074
T008096,2023-09-08,4750,Female,32,Books,7,826,5782
T008097,2024-09-24,3905,Male,30,Books,8,1253,10024
T008098,2023-01-22,3780,Male,50,Fashion,5,906,4530
T008099,2025-06-01,8593,Female,38,Home,7,2122,14854
T008100,2024-02-21,9563,Female,48,Fashion,9,3645,32805
T008101,2024-12-22,5241,Female,56,Groceries,9,1056,9504
T008102,2024-02-19,3726,Female,37,Home,4,4593,18372
T008103,2024-08-31,2065,Male,51,Sports,1,1494,1494
T008104,2024-08-30,1096,Female,22,Electronics,8,3022,24176
T008105,2025-06-25,9577,Female,19,Beauty,5,4729,23645
T008106,2023-12-23,3039,Female,65,Sports,9,1810,16290
T008107,2024-05-10,3856,Female,55,Sports,2,1399,2798
T008108,2023-08-17,7657,Female,19,Sports,10,3603,36030
T008109,2024-02-22,5607,Male,59,Fashion,2,1518,3036
T008110,2024-12-13,6817,Female,42,Groceries,3,3718,11154
T008111,2023-11-08,10988,Female,50,Home,2,4776,9552
T008112,2024-10-01,3694,Male,47,Fashion,3,869,2607
T008113,2023-04-06,6792,Male,69,Fashion,3,87,261
T008114,2025-06-15,5378,Male,34,Sports,6,2494,14964
T008115,2024-06-25,9609,Female,18,Sports,4,2496,9984
T008116,2025-05-18,11138,Male,57,Home,10,4574,45740
T008117,2023-08-03,2213,Female,32,Books,9,585,5265
T008118,2025-04-19,11892,Male,18,Home,5,1114,5570
T008119,2023-11-15,9372,Male,34,Beauty,3,2154,6462
T008120,2025-01-23,11551,Male,68,Electronics,6,1976,11856
T008121,2023-07-17,6950,Female,40,Sports,1,2314,2314
T008122,2023-04-29,2215,Male,55,Groceries,2,1258,2516
T008123,2023-04-19,4251,Male,56,Home,9,506,4554
T008124,2024-11-19,11890,Female,49,Electronics,1,2060,2060
T008125,2023-10-01,5398,Female,32,Books,5,525,2625
T008126,2024-06-25,1182,Male,59,Beauty,3,1579,4737
T008127,2025-04-07,5439,Female,34,Fashion,3,2359,7077
T008128,2023-04-10,2348,Female,67,Electronics,5,1090,5450
T008129,2023-05-18,9744,Male,43,Fashion,6,1306,7836
T008130,2024-07-30,11173,Female,37,Sports,8,3544,28352
T008131,2023-07-31,9046,Male,23,Electronics,4,1596,6384
T008132,2023-09-19,6828,Female,31,Groceries,5,4412,22060
T008133,2025-09-23,4114,Female,68,Books,9,1048,9432
T008134,2025-05-07,10780,Male,24,Electronics,8,3470,27760
T008135,2023-04-20,1624,Male,50,Home,2,975,1950
T008136,2025-04-07,6306,Male,37,Electronics,10,1144,11440
T008137,2024-05-27,5440,Female,46,Sports,8,1076,8608
T008138,2024-02-10,7215,Male,56,Sports,6,1283,7698
T008139,2023-09-08,5785,Male,46,Books,3,4912,14736
T008140,2024-11-10,11857,Female,32,Sports,8,2640,21120
T008141,2023-09-23,6844,Female,24,Fashion,5,4738,23690
T008142,2024-10-20,10285,Male,52,Books,10,2037,20370
T008143,2024-06-16,4164,Female,30,Books,2,2700,5400
T008144,2024-09-10,6508,Female,46,Groceries,5,2487,12435
T008145,2024-08-01,5068,Female,33,Home,10,2417,24170
T008146,2024-09-04,4116,Female,20,Beauty,8,2730,21840
T008147,2024-06-19,8351,Male,32,Home,4,3322,13288
T008148,2024-09-02,11242,Male,21,Home,3,2277,6831
T008149,2024-08-31,7877,Male,29,Beauty,3,1879,5637
T008150,2023-11-11,6602,Female,60,Sports,9,3900,35100
T008151,2024-11-16,3701,Female,40,Beauty,10,4426,44260
T008152,2025-07-08,6291,Female,47,Sports,4,2381,9524
T008153,2024-06-18,3919,Female,29,Home,4,3197,12788
T008154,2024-08-26,1357,Male,41,Books,4,1123,4492
T008155,2023-04-21,6643,Female,25,Electronics,10,2431,24310
T008156,2024-02-01,1700,Male,34,Home,6,3828,22968
T008157,2023-08-03,9169,Female,59,Home,7,644,4508
T008158,2024-12-15,4696,Male,24,Books,8,4605,36840
T008159,2025-07-17,7933,Female,21,Electronics,3,3033,9099
T008160,2024-02-23,5929,Male,51,Electronics,8,4267,34136
T008161,2024-02-18,6851,Male,40,Sports,5,2725,13625
T008162,2025-05-05,7236,Male,30,Sports,2,2447,4894
T008163,2025-02-13,8397,Male,31,Fashion,7,1824,12768
T008164,2023-07-01,8201,Female,55,Electronics,1,745,745
T008165,2025-04-14,1632,Male,26,Home,9,3136,28224
T008166,2023-05-05,7445,Male,62,Sports,1,1362,1362
T008167,2023-11-09,5998,Male,31,Fashion,5,2844,14220
T008168,2023-01-23,8792,Male,53,Electronics,9,1691,15219
T008169,2025-06-27,5187,Male,41,Beauty,5,2543,12715
T008170,2024-02-25,2727,Female,23,Books,4,2042,8168
T008171,2023-05-25,10753,Female,56,Groceries,1,4183,4183
T008172,2023-04-13,2527,Female,58,Books,10,1138,11380
T008173,2023-08-30,2464,Female,26,Books,7,4540,31780
T008174,2023-06-04,2093,Male,30,Home,4,1896,7584
T008175,2023-06-23,1041,Male,23,Electronics,8,2042,16336
T008176,2024-01-28,9304,Male,60,Home,5,2790,13950
T008177,2024-04-25,10737,Female,47,Beauty,5,1619,8095
T008178,2025-06-03,6128,Female,34,Fashion,9,3638,32742
T008179,2024-02-10,1479,Male,55,Electronics,4,2775,11100
T008180,2025-02-06,7794,Female,55,Beauty,4,632,2528
T008181,2023-11-10,5354,Male,36,Groceries,2,2543,5086
T008182,2025-06-14,1398,Male,23,Fashion,6,4009,24054
T008183,2025-06-24,7033,Male,37,Beauty,3,1636,4908
T008184,2023-08-29,9634,Male,55,Home,3,3794,11382
T008185,2023-09-28,3859,Female,19,Electronics,1,2734,2734
T008186,2024-10-19,7252,Female,19,Beauty,5,4292,21460
T008187,2025-03-07,4350,Female,59,Home,4,963,3852
T008188,2025-04-16,8144,Male,68,Fashion,3,2473,7419
T008189,2024-07-30,10166,Female,42,Sports,7,1169,8183
T008190,2025-04-06,11868,Male,67,Groceries,1,3412,3412
T008191,2024-04-21,5152,Male,47,Home,9,382,3438
T008192,2024-07-12,6539,Male,24,Beauty,10,4414,44140
T008193,2023-12-22,5272,Female,42,Sports,5,803,4015
T008194,2023-07-26,11741,Female,50,Home,3,3577,10731
T008195,2025-09-25,8052,Male,40,Beauty,5,2743,13715
T008196,2023-02-11,6719,Female,48,Electronics,1,533,533
T008197,2023-10-30,10709,Female,35,Beauty,3,4246,12738
T008198,2024-01-07,6980,Male,51,Fashion,7,1453,10171
T008199,2024-02-19,11065,Female,31,Books,7,1826,12782
T008200,2023-09-29,5136,Female,56,Groceries,3,3161,9483
T008201,2024-08-11,5739,Female,66,Fashion,8,3808,30464
T008202,2024-07-15,8550,Male,23,Books,8,1990,15920
T008203,2024-05-07,4376,Male,37,Books,8,1190,9520
T008204,2023-05-26,2840,Male,32,Beauty,8,2931,23448
T008205,2023-01-17,3399,Female,30,Books,3,4988,14964
T008206,2025-07-11,11007,Male,29,Home,6,1309,7854
T008207,2023-03-03,2794,Male,60,Books,10,4290,42900
T008208,2023-06-08,6592,Male,60,Sports,4,3419,13676
T008209,2023-01-25,9466,Male,58,Electronics,10,2726,27260
T008210,2025-03-31,8455,Male,53,Books,10,1274,12740
T008211,2023-01-23,10187,Male,48,Home,1,2009,2009
T008212,2023-06-25,4324,Female,19,Beauty,8,3154,25232
T008213,2024-02-20,1332,Male,42,Fashion,8,4494,35952
T008214,2024-04-26,1891,Male,49,Books,10,989,9890
T008215,2025-04-23,8073,Male,38,Home,9,3839,34551
T008216,2025-01-19,8132,Female,25,Books,9,2420,21780
T008217,2024-11-27,11777,Male,43,Electronics,7,1669,11683
T008218,2024-02-05,1331,Female,27,Groceries,1,957,957
T008219,2023-12-05,3743,Male,45,Sports,4,3533,14132
T008220,2024-06-15,8110,Female,41,Fashion,6,4999,29994
T008221,2023-11-20,2003,Female,40,Sports,9,1977,17793
T008222,2023-06-04,10797,Female,31,Books,7,394,2758
T008223,2024-08-17,10033,Male,18,Groceries,10,2873,28730
T008224,2024-10-31,7016,Male,37,Beauty,5,4007,20035
T008225,2024-01-22,6759,Male,46,Books,6,1442,8652
T008226,2024-08-03,4847,Male,59,Electronics,6,3417,20502
T008227,2024-12-15,9512,Female,41,Books,8,4232,33856
T008228,2025-07-11,5456,Male,65,Electronics,7,2186,15302
T008229,2023-02-27,10748,Female,31,Beauty,1,1137,1137
T008230,2024-12-26,4668,Male,35,Sports,5,656,3280
T008231,2023-12-29,7898,Female,53,Electronics,7,4680,32760
T008232,2025-04-09,3125,Male,54,Electronics,9,4958,44622
T008233,2023-11-06,10104,Female,21,Beauty,10,3503,35030
T008234,2023-01-29,8954,Female,49,Fashion,2,3227,6454
T008235,2024-09-30,4500,Male,52,Home,1,2673,2673
T008236,2024-05-31,11447,Female,41,Electronics,6,4786,28716
T008237,2023-10-18,7045,Female,67,Sports,3,4245,12735
T008238,2024-08-07,1421,Female,53,Groceries,4,1923,7692
T008239,2023-04-20,11901,Male,23,Fashion,7,3684,25788
T008240,2025-09-12,8190,Female,32,Home,1,2963,2963
T008241,2024-02-06,6391,Female,21,Books,4,1300,5200
T008242,2024-11-12,6525,Male,35,Books,4,1936,7744
